S/N,Name,Category,Outsourced (B),Walk in Patient (C),Hospital Patient (D)
8,SODIUM NITRITE 300MG/10ML,Antidotes,N/A,N/A,N/A
9,VITAMIN K INJ 2MG /ML,Antidotes,N/A,N/A,N/A
10,VITAMIN K1 INJ 10MG /ML,Antidotes,N/A,N/A,N/A
1,DEXAMETHASONE 0.5MG INJ,Antimigraine/Antineoplastic And Immunosupressive Drugs And Drugs For Parkisonism And Myasthena Gravis,N/A,N/A,N/A
2,ERGOTAMINE TABS (CAFERGOT),Antimigraine/Antineoplastic And Immunosupressive Drugs And Drugs For Parkisonism And Myasthena Gravis,N/A,N/A,N/A
3,METHYPREDNISOLONE INJ 4MG,Antimigraine/Antineoplastic And Immunosupressive Drugs And Drugs For Parkisonism And Myasthena Gravis,N/A,N/A,N/A
4,PREDNISOLONE 5MG TABS,Antimigraine/Antineoplastic And Immunosupressive Drugs And Drugs For Parkisonism And Myasthena Gravis,N/A,N/A,N/A
5,TAMOXIFEN CITRATE 10MG TABS,Antimigraine/Antineoplastic And Immunosupressive Drugs And Drugs For Parkisonism And Myasthena Gravis,N/A,N/A,N/A
6,TRIAMCINOLONE INJ 40MG/ML(KENALOG),Antimigraine/Antineoplastic And Immunosupressive Drugs And Drugs For Parkisonism And Myasthena Gravis,N/A,N/A,N/A
7,SUMATRIPTAN 50MG TAB,Antimigraine/Antineoplastic And Immunosupressive Drugs And Drugs For Parkisonism And Myasthena Gravis,N/A,N/A,N/A
8,ERGOT (CAFERGOT),Antimigraine/Antineoplastic And Immunosupressive Drugs And Drugs For Parkisonism And Myasthena Gravis,₦200.00,₦200.00,₦200.00
1,BETADINE(POVIDONE-IODINE) SURGICAL SCRUB,Antiseptics And Disnfectants,N/A,N/A,N/A
2,EUSOL LOTION 1,Antiseptics And Disnfectants,N/A,N/A,N/A
3,PURIT,Antiseptics And Disnfectants,N/A,N/A,N/A
4,METHYLATED SPIRIT,Antiseptics And Disnfectants,N/A,N/A,N/A
5,CHLORHEXIDINE SOLUTION/SCRUB,Antiseptics And Disnfectants,N/A,N/A,N/A
6,POVIDONE-IODINE SPRAY,Antiseptics And Disnfectants,N/A,N/A,N/A
7,HYDROGEN PROXIDE,Antiseptics And Disnfectants,N/A,N/A,N/A
1,AMITRYPTILLINE 25MG TAB,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
2,BROMAZEPAM 1.5MG TABS  (LEXOTAN),"Anxiolytics, Antidepressant Drugs & Anti-Psychotics","₦1,000.00","₦1,000.00",N/A
3,BROMAZEPAM 3MG (PER CARD),"Anxiolytics, Antidepressant Drugs & Anti-Psychotics","₦5,000.00","₦5,000.00",N/A
4,CHLORPROMAZINE INJ,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
5,CHLORPROMAZINE SYR,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
6,CLONAZEPAM 500MCG TAB,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
7,DIAZEPAM 5MG(VALIUM) TAB,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
8,DIAZEPAM 10MG/2ML (UNIVAL) INJ,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
9,FLUNITRAZEPAM 1MG (ROHYPNOL)TAB,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
10,FLUXETINE HCL 20MG(FLUTEX) TAB,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
11,HALOPERIDOL 2MG TABS,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
12,IMIPRAMINE HCL 25MG TAB,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
13,NITRAZEPAM 5MG(SWIDON) TAB,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
14,PAROXETINE 20MG(SEROXAT) TAB,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
15,PROCHLORPERAZINE(STEMETIL)5MG TABS,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
16,RISPERIDONE 1MG(RISPERDAL) TAB,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
17,RISPERIDONE 2MG(RISPERDAL) TAB,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
18,SERTRALINE 50MG(ZOLOFT) CAPS,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",N/A,N/A,N/A
19,TAB BROMAZEPAM(3MG),"Anxiolytics, Antidepressant Drugs & Anti-Psychotics",₦500.00,₦500.00,₦500.00
20,INJ DIAZEPAM,"Anxiolytics, Antidepressant Drugs & Anti-Psychotics","₦1,000.00","₦1,000.00","₦1,000.00"
1,AZT+3TC (300/150) Mg(COMBIVIR),Arv Adult Combined,N/A,N/A,N/A
2,D4T+3TC+NVP (30/150/200) Mg,Arv Adult Combined,N/A,N/A,N/A
1,3TC-150Mg,Arv Adult Single,N/A,N/A,N/A
2,AZT-300Mg,Arv Adult Single,N/A,N/A,N/A
3,EFV-600Mg,Arv Adult Single,N/A,N/A,N/A
4,NVP-200 Mg,Arv Adult Single,N/A,N/A,N/A
5,TDF-300Mg,Arv Adult Single,N/A,N/A,N/A
1,3TC/AZT/NVP (30/50/60) Mg(COMBIPAK),Arv Paed Combined,N/A,N/A,N/A
2,D4T/3TC/NVP (60/12/10)Mg,Arv Paed Combined,N/A,N/A,N/A
1,3TC SYRUP 100ML,Arv Paed Single,N/A,N/A,N/A
2,3TC SYRUP 200ML,Arv Paed Single,N/A,N/A,N/A
3,AZT SYRUP 100ML,Arv Paed Single,N/A,N/A,N/A
4,AZT SYRUP 200ML,Arv Paed Single,N/A,N/A,N/A
5,D4T SYRUP 200ML,Arv Paed Single,N/A,N/A,N/A
6,NVP SYRUP 100ML,Arv Paed Single,N/A,N/A,N/A
7,NVP SYRUP 200ML,Arv Paed Single,N/A,N/A,N/A
1,BACTROBAN OINTMENT 15G,Dermatological Drugs& Creams,N/A,N/A,N/A
2,BENZOYL PEROXIDE 5% GEL,Dermatological Drugs& Creams,N/A,N/A,N/A
3,BENZYL BENZOATE LOTION,Dermatological Drugs& Creams,N/A,N/A,N/A
4,BET N CREAM(BETAMETHASONE DIPROPIONATE,Dermatological Drugs& Creams,N/A,N/A,N/A
5,BETADINE OINTMENT,Dermatological Drugs& Creams,N/A,N/A,N/A
6,BETHAMETHASONE CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
7,BETNOVATE CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
8,CALAMINE LOTION,Dermatological Drugs& Creams,N/A,N/A,N/A
9,CANESTEN CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
10,CLOTRIMAZOLE   CREAM(MYCOTEN),Dermatological Drugs& Creams,N/A,N/A,N/A
11,CLOTRIMAZOLE DEXAMETHAZOLE (VECUTEN CREAM),Dermatological Drugs& Creams,N/A,N/A,N/A
12,COMPOUND KETOCONAZOLE CREAM (SKINEAL),Dermatological Drugs& Creams,₦500.00,₦500.00,N/A
13,CROTAMITON (EURAX)CREAM 10%,Dermatological Drugs& Creams,N/A,N/A,N/A
14,DAKTARIN (MICONAZOLE) POWDER,Dermatological Drugs& Creams,N/A,N/A,N/A
15,DERMOVATE CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
16,DEXAMETHASONE TAB,Dermatological Drugs& Creams,N/A,N/A,N/A
17,DIPROSALIC OITMENT,Dermatological Drugs& Creams,N/A,N/A,N/A
18,GENTAMYCIN CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
19,GENTAMYCIN OINTMENT,Dermatological Drugs& Creams,N/A,N/A,N/A
20,HYDROCORTISONE CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
21,KETOCONAZOLE CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
22,METHYLPREDNISOLNE 0.1 % (ADVANTAN )CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
23,MICONAZOLE CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
24,MICONAZOLE+HYDRCORTISONE CREAM (DAKTACORT),Dermatological Drugs& Creams,N/A,N/A,N/A
25,NIZORAL SHAMPOO,Dermatological Drugs& Creams,N/A,N/A,N/A
26,PENICILLIN OINTMENT,Dermatological Drugs& Creams,N/A,N/A,N/A
27,SULPHUR OINTMENT,Dermatological Drugs& Creams,N/A,N/A,N/A
28,SILVER SULFADIAZINE (DERMAZIN) CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
29,TCP CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
30,TERBENAFINE(LAMISIL) CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
31,TIOCONAZOLE CREAM (TROSYD),Dermatological Drugs& Creams,N/A,N/A,N/A
32,TIOCONAZOLE POWDER,Dermatological Drugs& Creams,N/A,N/A,N/A
33,TIOCOSID CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
34,TRIAMCINOLNE/ECONAZOLE/GENTAMYCIN/(ENDIX G)CREAM,Dermatological Drugs& Creams,N/A,N/A,N/A
35,TRIBOTAN CREAM(ADULT),Dermatological Drugs& Creams,N/A,N/A,N/A
36,TRIBOTAN CREAM(BABY),Dermatological Drugs& Creams,N/A,N/A,N/A
37,WHITFIELD OINTMENT,Dermatological Drugs& Creams,N/A,N/A,N/A
38,ZINC OXIDE OINTMENT,Dermatological Drugs& Creams,N/A,N/A,N/A
39,DAKTACORT CREAM 15G,Dermatological Drugs& Creams,"₦2,100.00","₦2,100.00","₦2,100.00"
40,SUDOCREM  CREAM 60G,Dermatological Drugs& Creams,"₦1,450.00","₦1,450.00","₦1,450.00"
41,MYCOTEN (CREAM),Dermatological Drugs& Creams,"₦1,500.00","₦1,500.00","₦1,500.00"
1,GASTROGRAFIN (SODIUM DIATRIZOATE+MEGLUMINE DIATRIZOATE) IV CONTRAST,Diagnostic Agents And Devices,N/A,N/A,N/A
2,UROGAFIN (SODIUM AMIDOTRIZOATE) IV CONTRAST,Diagnostic Agents And Devices,N/A,N/A,N/A
3,ULTRAVIST (IOPROMIDE) CT CONTRAST,Diagnostic Agents And Devices,N/A,N/A,N/A
4,BARIUM SULFATE CONTRAST,Diagnostic Agents And Devices,N/A,N/A,N/A
5,OMRON M6 BP MACHINE,Diagnostic Agents And Devices,N/A,N/A,N/A
6,OMRON M3 BP MACHINE,Diagnostic Agents And Devices,N/A,N/A,N/A
7,ACCUCHECK GLUCOMETER,Diagnostic Agents And Devices,N/A,N/A,N/A
8,ACCUCHECK STRIPS,Diagnostic Agents And Devices,N/A,₦200.00,N/A
9,OMRON DIGITAL WEIGHING SCALE,Diagnostic Agents And Devices,N/A,N/A,N/A
10,SYRINGE 10ML,Diagnostic Agents And Devices,N/A,N/A,N/A
11,SYRINGE 5ML,Diagnostic Agents And Devices,N/A,N/A,N/A
12,SYRINGE 2ML,Diagnostic Agents And Devices,N/A,N/A,N/A
13,CANNULA ALL SIZES,Diagnostic Agents And Devices,N/A,N/A,N/A
14,CATHETER ALL SIZES,Diagnostic Agents And Devices,N/A,N/A,N/A
15,BED FEE,Diagnostic Agents And Devices,"₦10,000.00","₦10,000.00","₦10,000.00"
1,ALLOPURINOL 100MG TAB,Dressings & Others,N/A,N/A,N/A
2,CHONDROITIN+GLUCOSAMINE (ARTHOCARE FORTE) TAB,Dressings & Others,N/A,N/A,N/A
3,COTTON GAUZE,Dressings & Others,N/A,₦150.00,N/A
4,COTTON WOOL,Dressings & Others,N/A,N/A,N/A
5,CREPE BANDAGE,Dressings & Others,N/A,N/A,N/A
6,DISPENSING ENVELOPES,Dressings & Others,N/A,N/A,N/A
7,FIRST AID BOX,Dressings & Others,N/A,N/A,N/A
8,GLUCOSE D POWDER,Dressings & Others,N/A,"₦1,400.00",N/A
9,HYDROXYUREA 500MG TABS,Dressings & Others,N/A,N/A,N/A
10,KOTASE TABLETS,Dressings & Others,N/A,N/A,N/A
11,LEVOTHYROXINE TAB,Dressings & Others,N/A,N/A,N/A
12,LIQUID PARAFIN,Dressings & Others,N/A,N/A,N/A
13,NON-POWDERED GLOVES,Dressings & Others,N/A,N/A,N/A
14,PLASTERS,Dressings & Others,N/A,N/A,N/A
15,POWDERED GLOVES,Dressings & Others,N/A,N/A,N/A
16,THERMOMETER,Dressings & Others,N/A,N/A,N/A
17,INFUSION GIVING SET,Dressings & Others,N/A,N/A,N/A
18,WHITE PLASTER 2 INCHES,Dressings & Others,N/A,"₦1,400.00",N/A
19,WHITE PLASTER 4 INCHES,Dressings & Others,N/A,"₦2,200.00",N/A
20,COTTON WOOL 450G,Dressings & Others,N/A,"₦2,200.00",N/A
21,LATEX GLOVES POWDERED SIZE 7.5,Dressings & Others,N/A,"₦2,100.00",N/A
22,LATEX GLOVES POWDERED SIZE 8,Dressings & Others,N/A,"₦2,050.00",N/A
23,IV CANNULA (PINK),Dressings & Others,N/A,N/A,₦100.00
24,SECURE FIRST- AID BANDAGE X100,Dressings & Others,"₦2,000.00","₦2,000.00","₦2,000.00"
25,DRESS FIX 7CM X 5M,Dressings & Others,"₦1,200.00","₦1,200.00","₦1,200.00"
26,SELF FIX 10 CM X 4M PIC SOLUTION,Dressings & Others,"₦2,000.00","₦2,000.00","₦2,000.00"
27,STERILE GAUZE SWAB 4X4-8/12 PLY,Dressings & Others,"₦3,000.00","₦3,000.00","₦3,000.00"
28,NURSING CARE (STAT),Dressings & Others,"₦5,000.00","₦5,000.00","₦5,000.00"
29,NURSING CARE,Dressings & Others,"₦10,000.00","₦10,000.00","₦10,000.00"
30,ORS,Dressings & Others,₦300.00,₦300.00,₦300.00
31,BEAUTY THERAPY,Dressings & Others,"₦3,000.00","₦3,000.00","₦3,000.00"
32,OXYGEN USE,Dressings & Others,"₦5,000.00","₦5,000.00","₦5,000.00"
33,CONSUMABLES,Dressings & Others,"₦2,000.00","₦2,000.00","₦2,000.00"
34,TABS LYRICA,Dressings & Others,₦500.00,₦500.00,₦500.00
35,DRESSING,Dressings & Others,"₦5,000.00","₦5,000.00","₦5,000.00"
36,HYPODERMIC NEEDLES SIZE 23G,Dressings & Others,₦830.00,₦830.00,₦830.00
37,DELEJECT SYRINGES AND NEEDLES 2MLS,Dressings & Others,"₦2,810.00","₦2,810.00","₦2,810.00"
38,JSM JUBILEE SYRING 5MLS,Dressings & Others,"₦2,970.00","₦2,970.00","₦2,970.00"
39,COUNTING TRAY,Dressings & Others,"₦2,000.00","₦2,000.00","₦2,000.00"
40,URINAL STAINLESS (MALE),Dressings & Others,"₦5,000.00","₦5,000.00","₦5,000.00"
41,BED PAN,Dressings & Others,"₦12,500.00","₦12,500.00","₦12,500.00"
1,BECONASE[BECLOMETASONE]NASAL SPRAY,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
2,CERUMOL EAR DROPS(ARACHIS+CHLOROBUTANOL),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
3,CHLORAMPHENICOL EAR DROPS(ELISCA),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
4,CIPROFLOXACIN EAR DROPS,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
5,CONTAC TAB,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
6,DAY NURSE CAPS,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
7,DAY&NIGHT NURSE CAPS,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
8,DEQUALINIUM CHLORIDE 250MCG(DEQUADIN) LOZENGES,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
9,FLIXONASE NASAL SPRAY,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
10,FLUTICASONE FUORATE NASAL SPRAY(AVAMYS),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
11,FLUTICASONE PROPIONATE DROPS(FLIXONASE) 400MCG/DROP,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
12,GENTAMIYCIN EYE/EAR DROP,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
13,HYDROCORTISONE+NEOMYCIN EAR DROP 1.5%/0.5%,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
14,NASAL SALINE DROPS(CHILD),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
15,NIGHT NURSE CAPS,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
16,OFLOXACIN EAR DROPS,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
17,OTOMED EAR DROPS(FLUDROCORTISONE+NEOMYCIN+POLYMYXIN B+LIDOCAINE 0.1/0.44/0.12/4%),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
18,PANDA COLD SYRUP(PCM/CHLORPHENIRAMINE+PSEUDOEPHEDRINE 120/1/15MG/5ML),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
19,PARACETAMOL+CHLOPHENIRAMINE+ASCORBIC ACID 120/1/25MG/5ML SYRUP(FLU J),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
20,PARACETAMOL+CHLOPHENIRAMINE+ASCORBIC ACID 120/1/25MG/5ML SYRUP(NISE-PLUS),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
21,PARACETAMOL+PHENYLEPHRINE+CHLORPHENIRAMINE 500/5/2MG TAB(PANADOL COLD&CATARRH),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
22,PCM+DEXTROMEHORPHAN HBr+PSEUDOEPHEDRINE HCl 250/10/30MG CAPS(FLUCORDAY),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
23,PSEUDOEPHEDRINE/TRIPOLIDINE (ACTIFED)SYRUP,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
24,PSEUDOEPHEDRINE/TRIPOLIDINE (ACTIFED)TABS,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
25,STREPSIL LOZENGES,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
26,SUDAFED MUCUS RELIEF(XYLOMETAZOLINE),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
27,TRIAMCINOLONE ACETONIDE (NASACORT) SPRAY 55MCG/DOSE,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
28,XYLOACINO 0.05%,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
29,XYLOACINO 0.1%,"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
30,XYLOMETAZOLINE (OTRIVIN)NASAL DROPS/SPRAY 0.1%(ADUIT),"Ear, Nose, Throat And Nasal Decongestant",N/A,N/A,N/A
31,XYLOMETAZOLINE HCL(OTRIVIN)NASAL DROPS 0.05%(CHILDREN),"Ear, Nose, Throat And Nasal Decongestant",N/A,"₦1,550.00",N/A
32,ACTIFED TABLET,"Ear, Nose, Throat And Nasal Decongestant","₦1,300.00","₦1,300.00","₦1,300.00"
33,CALPOL SALAINE NASAL SPRAY 15ML,"Ear, Nose, Throat And Nasal Decongestant","₦4,700.00","₦4,700.00","₦4,700.00"
34,FLUCORDAY CAPS X8,"Ear, Nose, Throat And Nasal Decongestant",₦700.00,₦700.00,₦700.00
35,SINUFED SYRUP,"Ear, Nose, Throat And Nasal Decongestant",₦550.00,₦550.00,₦550.00
36,STREPSILS ORANGE WITH VITAMIN C,"Ear, Nose, Throat And Nasal Decongestant","₦1,100.00","₦1,100.00","₦1,100.00"
37,STREPSILS SOOTHING HONEY & LEMON,"Ear, Nose, Throat And Nasal Decongestant","₦1,100.00","₦1,100.00","₦1,100.00"
38,STREPSILS EXTRA TRIPLE ACTION,"Ear, Nose, Throat And Nasal Decongestant","₦1,250.00","₦1,250.00","₦1,250.00"
39,STREPSILS SORE THROAT & BLOCKED NOSE,"Ear, Nose, Throat And Nasal Decongestant","₦1,300.00","₦1,300.00","₦1,300.00"
40,OTRIVIN NASAL DROP(CHILDREN),"Ear, Nose, Throat And Nasal Decongestant","₦1,500.00","₦1,500.00","₦1,500.00"
41,OTRIVIN NASAL DROPS(ADULT),"Ear, Nose, Throat And Nasal Decongestant","₦1,500.00","₦1,500.00","₦1,500.00"
42,NGC EXPECTORANT,"Ear, Nose, Throat And Nasal Decongestant",₦700.00,₦700.00,₦700.00
1,BIOSEA CODLIVER OIL WITH OMEGA 3 SYRUP,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
2,BLOOD TONIC (ORAXIN),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
3,CA-C 1000 TABS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
4,CACIUM LACTATE  TABS 300MG,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
5,CALCIUM GLUCONATE INJ,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
6,CIKLAVIT SUSP,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
7,CODLIVER OIL 1000MG CAPS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
8,ENOXAPARIN 20MG/0.2ML INJ(CLEXANE),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
9,FERROUS GLUCONATE TABS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
10,FERROUS SULPHATE 200MG TAB,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
11,FERROUS/VITAMINES(ASTYFER)CAP,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
12,FERROUS/VITAMINES(ASTYFER)SYR,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
13,FOLIC ACID 5MG TAB,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
14,FOLIC ACID SYR,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
15,HEPARIN SODIUM 5000IU/ML (ROTEX) INJ,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
16,HOMTAMIN GINSENG,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
17,IRON DEXTRAN INJ,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
18,LIVOLIN FORTE CAP,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
19,MULTIVITAMIN (ASTYMIN) CAPS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
20,MULTIVITAMIN(ASTYMIN)SYRUP,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
21,NEUROVITE FORTE,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
22,ODORLESS GARLIC CAPS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
23,PHARMATON  CAPS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
24,PHARMATON KIDDI (MULTIVITAMIN),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
25,PHARMATON KIDI SYP,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
26,RELOAD MULTIVITAMIN SYRUP,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
27,REPOITIN INJ(ERYTHROPOIETIN) 2000IU/0.5ML,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
28,SUPER MULITVITAMIN (GINSOMIN) TABS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
29,SUPER MULTIVITAMIN (SUPRADYN) TABS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
30,TRANEXAMIC ACID (TREXAMIN) 500MG CAPS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
31,TRANEXAMIC ACID 250MG/5ML INJ,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
32,VIT B1/B6/B12(NEUROBION)TAB,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
33,VIT C SYRUP(BELL'S),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
34,VIT C TABS 100MG,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
35,VIT C TABS 500MG,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
36,VIT E CAPS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
37,VIT.B COMPLEX TABS,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
38,"VITAMIN A ( RETINOL) 10,000IU CAPS(NATURE'S FIELD)","Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
39,VITAMIN B COMPLEX INJ,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements","₦1,000.00","₦1,000.00",N/A
40,VITAMIN B COMPLEX SYRUP,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
41,VITAMIN B12 + HAEMOGLOBIN (HB12) 20MCG/500MG/5ML SYRUP,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
42,VITAMIN B12 INJ (CATOMIN) 500MCG/ML,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
43,VITAMIN B2(RIBOFLAVIN) 5MG TAB,"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
44,VITAMIN B6 TABS  (PYRIDOXINE) 50MG (NATURE'S FIELD),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
45,VITAMIN C 1000MG TAB(EFFERVESCENT),"Haematinics, Anti-Coagulants,Antifibrinolytics,Vitamins, Minerals And Supplements",N/A,N/A,N/A
